machine,auc,pauc,f1,threshold,n_normal,n_anomalous
valve/id_00,0.693781512605042,0.10252100840336134,0.7874564459930313,0.3208569288253784,100,119
valve/id_02,0.7065,0.10416666666666666,0.7972508591065293,0.3240063786506653,100,120
valve/id_04,0.7633333333333334,0.1258333333333333,0.8137931034482758,0.3271763324737549,100,120
valve/id_06,0.613,0.04166666666666666,0.7458745874587459,0.31597915291786194,100,120
